0.00-0.05,0.05-0.10,0.10-0.15,0.15-0.20,0.20-0.25,0.25-0.30,0.30-0.35,0.35-0.40,0.40-0.45,0.45-0.50,0.50-0.55,0.55-0.60,0.60-0.65,0.65-0.70,0.70-0.75,0.75-0.80,0.80-0.85,0.85-0.90,0.90-0.95,0.95-1.00
38625,150,58,34,26,10,11,9,5,6,1,0,0,0,0,0,0,0,0,0
38728,119,42,19,14,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0
38792,103,24,9,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
38889,30,7,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
38859,44,11,8,5,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0
38873,47,9,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38855,54,16,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38750,136,29,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38885,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38083,610,151,53,21,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
38320,412,82,52,29,13,8,6,6,2,4,0,1,0,0,0,0,0,0,0
38801,81,28,15,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38585,311,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38701,157,31,18,16,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0
38626,217,50,20,15,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0
38575,203,69,38,21,17,7,4,1,0,0,0,0,0,0,0,0,0,0,0
38608,204,65,30,15,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0
38876,50,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38739,158,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38882,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38370,362,108,36,21,10,18,5,4,0,1,0,0,0,0,0,0,0,0,0
38546,341,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38845,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38821,64,25,3,9,4,1,1,2,2,0,0,2,0,1,0,0,0,0,0
38278,395,119,70,24,24,9,10,3,1,1,1,0,0,0,0,0,0,0,0
37905,542,212,116,53,41,27,14,13,7,4,1,0,0,0,0,0,0,0,0
38514,318,62,28,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
38041,487,172,91,57,37,19,8,8,9,3,3,0,0,0,0,0,0,0,0
38714,127,42,21,10,11,5,2,1,0,1,1,0,0,0,0,0,0,0,0
38703,137,44,19,12,5,9,4,0,0,1,0,0,1,0,0,0,0,0,0
38364,405,91,39,19,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0
38314,348,114,46,37,21,19,10,6,7,8,3,1,0,0,1,0,0,0,0
38600,182,69,40,20,7,9,4,2,0,1,1,0,0,0,0,0,0,0,0
38410,288,97,46,36,13,16,6,8,5,3,4,1,1,1,0,0,0,0,0
38733,133,29,11,11,8,4,2,0,0,3,0,1,0,0,0,0,0,0,0
38851,40,22,8,5,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0
38492,195,82,51,23,13,22,8,11,10,4,7,4,5,4,3,1,0,0,0
38556,172,69,38,17,17,16,8,11,8,4,7,4,4,3,1,0,0,0,0
38849,49,22,9,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
38919,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38748,144,22,10,4,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0
38751,160,16,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35052,1487,741,465,307,207,175,106,115,84,75,61,34,14,8,2,1,1,0,0
37960,581,181,75,44,26,19,9,16,11,4,4,3,2,0,0,0,0,0,0
38732,137,31,15,12,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0
38724,107,49,21,12,7,4,7,2,2,0,0,0,0,0,0,0,0,0,0
38743,136,31,7,7,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0
38840,75,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38535,322,70,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37285,804,312,183,116,96,59,33,32,6,7,0,1,1,0,0,0,0,0,0
38923,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38901,25,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38896,27,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38708,154,47,17,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
38857,48,15,7,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38884,26,16,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38789,118,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38849,47,20,10,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
38798,105,19,5,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
38910,12,8,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
38925,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38896,22,9,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
38897,24,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38701,180,34,12,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38790,75,27,22,8,7,1,3,0,1,1,0,0,0,0,0,0,0,0,0
38791,69,37,16,12,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0
38859,58,6,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38912,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38753,112,28,15,4,13,7,1,2,0,0,0,0,0,0,0,0,0,0,0
38548,223,83,41,22,6,6,3,2,1,0,0,0,0,0,0,0,0,0,0
38718,110,34,21,12,6,4,2,5,1,2,2,3,5,2,2,3,3,0,0
38642,163,42,23,13,7,6,5,3,4,2,1,3,1,5,1,4,5,5,0
38930,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38918,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38749,91,36,14,7,8,1,4,1,3,3,3,3,4,1,2,5,0,0,0
38901,15,7,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38851,38,11,9,6,5,3,2,2,2,3,1,1,1,0,0,0,0,0,0
38590,248,53,25,8,2,5,0,2,0,0,1,0,0,1,0,0,0,0,0
38912,18,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38920,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38894,34,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38828,63,19,9,3,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0
38668,194,44,17,3,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0
38804,101,19,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38879,45,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38703,136,47,21,16,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0
38916,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38908,23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38861,40,11,7,7,3,0,1,0,4,0,0,0,0,0,1,0,0,0,0
38904,14,10,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38842,74,12,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38904,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38906,23,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38905,17,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38817,73,21,15,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38852,57,18,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38585,299,40,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38867,58,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38700,205,21,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38864,63,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38860,56,14,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38796,96,24,7,2,4,2,0,1,0,0,2,0,0,1,0,0,0,0,0
38863,53,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38909,19,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38735,162,29,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38080,593,159,63,21,9,6,2,1,1,0,0,0,0,0,0,0,0,0,0
37214,892,363,184,118,65,49,18,18,7,3,3,0,1,0,0,0,0,0,0
37625,724,266,134,79,52,22,18,8,3,2,2,0,0,0,0,0,0,0,0
38227,546,105,30,11,4,3,3,2,1,2,1,0,0,0,0,0,0,0,0
38532,142,69,47,33,16,25,16,17,11,11,7,2,4,2,0,1,0,0,0
38801,90,26,7,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
38840,60,18,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
38640,202,54,16,9,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0
38738,138,38,11,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
38787,98,22,13,6,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
38809,68,25,13,7,5,1,2,1,1,1,0,0,1,0,1,0,0,0,0
38906,25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38872,40,13,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38847,58,16,4,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
38830,76,15,8,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
36848,1562,343,104,38,18,9,8,1,2,1,1,0,0,0,0,0,0,0,0
38614,239,57,16,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
38635,223,48,15,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
38351,411,95,53,14,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
38744,109,32,13,9,7,7,3,3,5,0,2,1,0,0,0,0,0,0,0
37501,1014,246,84,49,25,10,3,0,0,1,1,0,0,0,1,0,0,0,0
37323,848,309,143,95,57,41,30,14,26,14,13,10,9,0,3,0,0,0,0
38781,106,27,6,7,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0
37201,945,309,168,92,68,39,31,12,17,19,9,13,5,5,1,1,0,0,0
35702,2217,544,197,102,59,37,26,15,17,5,3,5,2,1,2,1,0,0,0
38915,12,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,221,55,15,17,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0
38827,81,15,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
38802,83,26,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38790,119,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38916,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38904,24,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38897,30,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38762,106,27,17,17,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
38901,27,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38899,27,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38887,38,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
38926,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38830,76,15,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38872,50,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38930,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38458,325,79,34,19,11,5,2,0,1,0,0,0,0,1,0,0,0,0,0
38799,104,23,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38899,22,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38501,307,74,22,10,3,7,3,4,3,1,0,0,0,0,0,0,0,0,0
38456,339,73,33,10,5,2,5,3,3,4,2,0,0,0,0,0,0,0,0
38840,72,18,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38918,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38848,49,14,5,7,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0
38877,50,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38363,362,118,32,22,18,5,5,4,4,1,1,0,0,0,0,0,0,0,0
38789,126,11,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38814,95,14,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38393,403,75,33,12,5,5,5,3,0,0,0,1,0,0,0,0,0,0,0
38381,405,77,27,21,4,9,6,0,2,1,2,0,0,0,0,0,0,0,0
38258,358,122,83,52,26,18,7,6,3,0,2,0,0,0,0,0,0,0,0
38841,69,9,8,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0
38903,23,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38795,93,24,10,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
38528,257,74,35,18,5,4,6,3,1,2,0,0,1,0,1,0,0,0,0
38813,79,20,8,2,1,3,2,1,2,1,1,2,0,0,0,0,0,0,0
38611,215,63,27,10,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
38622,176,59,36,16,8,7,4,2,3,2,0,0,0,0,0,0,0,0,0
38863,63,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38118,389,169,91,63,45,22,12,8,7,3,7,0,1,0,0,0,0,0,0
38513,181,87,57,26,29,17,7,3,0,6,7,2,0,0,0,0,0,0,0
38188,256,148,100,77,56,46,23,17,12,6,4,1,1,0,0,0,0,0,0
38627,198,56,23,12,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0
38802,104,11,10,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0
38856,51,16,4,0,1,0,0,0,0,0,4,1,0,1,0,1,0,0,0
38879,44,1,5,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38926,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38592,211,62,35,17,11,6,0,0,1,0,0,0,0,0,0,0,0,0,0
38548,205,69,36,19,21,18,7,5,4,1,1,1,0,0,0,0,0,0,0
37991,600,189,79,30,21,13,4,5,2,0,0,0,0,1,0,0,0,0,0
38675,217,32,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38840,73,13,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38824,80,19,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38622,261,38,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38556,265,72,25,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
38702,182,30,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38888,24,8,5,5,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0
38876,41,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37110,1424,294,76,18,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
38636,233,47,12,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38694,158,41,17,8,7,5,1,2,1,0,1,0,0,0,0,0,0,0,0
38784,107,27,8,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0
38864,54,5,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
38881,46,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37919,835,126,36,9,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0
38886,30,10,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38600,168,66,34,27,11,5,10,6,3,1,1,0,2,1,0,0,0,0,0
38800,103,21,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38672,173,53,13,12,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
38742,171,16,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38609,253,49,14,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
38797,90,22,15,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
38565,267,65,14,13,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
38899,29,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38757,116,33,10,8,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0
38907,24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38814,46,15,17,15,4,4,1,6,6,3,1,0,0,3,0,0,0,0,0
38926,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38923,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38851,70,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38715,113,62,21,13,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38857,72,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38927,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38878,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38929,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38867,45,10,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38899,32,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37837,661,205,101,39,35,17,8,7,4,5,5,1,3,2,1,3,0,1,0
38915,14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38891,38,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37659,591,264,184,97,59,24,27,15,8,6,0,1,0,0,0,0,0,0,0
38143,498,189,59,28,7,6,1,3,1,0,0,0,0,0,0,0,0,0,0
38614,218,62,19,8,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0
38883,20,5,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38588,300,36,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38753,164,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38912,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38927,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38788,107,31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38925,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38931,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38447,201,76,48,43,25,20,22,13,16,10,7,3,2,2,0,0,0,0,0
33601,2241,1037,616,394,270,181,138,108,94,71,44,52,32,25,16,11,4,0,0
38870,31,12,3,4,2,4,2,4,2,1,0,0,0,0,0,0,0,0,0
38269,355,140,77,36,27,11,7,4,1,1,4,1,2,0,0,0,0,0,0
38591,256,50,20,5,3,0,3,2,2,1,1,0,0,0,0,0,1,0,0
38368,298,107,92,31,20,13,3,3,0,0,0,0,0,0,0,0,0,0,0
38211,374,127,60,35,23,30,16,14,8,6,7,10,9,0,0,2,2,1,0
38897,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38788,64,10,8,10,14,14,11,14,0,1,1,0,0,0,0,0,0,0,0
38559,285,56,18,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
36219,1402,383,194,107,76,88,54,31,35,35,38,232,25,14,2,0,0,0,0
38866,45,11,5,3,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0
38927,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38917,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38895,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38919,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27074,8379,2364,771,209,74,28,15,11,5,4,1,0,0,0,0,0,0,0,0
38441,458,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38602,235,61,22,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37564,1051,257,48,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36219,1647,661,256,109,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0
38897,32,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38891,36,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38918,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38134,384,155,86,64,42,22,11,11,6,4,8,3,3,1,1,0,0,0,0
38832,78,9,8,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
38567,152,68,29,27,22,18,14,6,10,6,5,4,2,1,1,1,2,0,0
38854,48,13,11,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38905,21,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38900,26,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38663,204,46,14,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
38498,233,87,31,17,19,11,7,7,6,4,5,3,6,1,0,0,0,0,0
38662,176,54,24,8,3,3,1,3,0,1,0,0,0,0,0,0,0,0,0
38895,28,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38392,384,88,32,19,10,3,4,1,2,0,0,0,0,0,0,0,0,0,0
38450,310,88,31,24,11,4,4,8,3,1,1,0,0,0,0,0,0,0,0
38371,318,112,53,40,17,11,6,4,2,0,0,0,1,0,0,0,0,0,0
